Nb2+	41	6	3	2	18986.0	2698.0	2465.0	2371.0	466.6	376.1	360.6	205.0	202.3	56.4	32.6	30.8	0	0	0	0	0	0	0
Nb3+	41	6	2	3	18986.0	2698.0	2465.0	2371.0	466.6	376.1	360.6	205.0	202.3	56.4	32.6	30.8	0	0	0	0	0	0	0
Nb4+	41	6	1	4	18986.0	2698.0	2465.0	2371.0	466.6	376.1	360.6	205.0	202.3	56.4	32.6	30.8	0	0	0	0	0	0	0
Nb5+	41	6	0	5	18986.0	2698.0	2465.0	2371.0	466.6	376.1	360.6	205.0	202.3	56.4	32.6	30.8	0	0	0	0	0	0	0
Mo2+	42	6	4	2	20000.0	2866.0	2625.0	2520.0	506.3	411.6	394.0	231.1	227.9	63.2	37.6	35.5	0	0	0	0	0	0	0
Mo3+	42	6	3	3	20000.0	2866.0	2625.0	2520.0	506.3	411.6	394.0	231.1	227.9	63.2	37.6	35.5	0	0	0	0	0	0	0
Mo4+	42	6	2	4	20000.0	2866.0	2625.0	2520.0	506.3	411.6	394.0	231.1	227.9	63.2	37.6	35.5	0	0	0	0	0	0	0
Mo5+	42	6	1	5	20000.0	2866.0	2625.0	2520.0	506.3	411.6	394.0	231.1	227.9	63.2	37.6	35.5	0	0	0	0	0	0	0
Mo6+	42	6	0	6	20000.0	2866.0	2625.0	2520.0	506.3	411.6	394.0	231.1	227.9	63.2	37.6	35.5	0	0	0	0	0	0	0
Ru2+	44	6	6	2	22117.0	3224.0	2967.0	2838.0	586.1	483.5	461.4	284.2	280.0	75.0	46.3	43.2	0	0	0	0	0	0	0
Ru3+	44	6	5	3	22117.0	3224.0	2967.0	2838.0	586.1	483.5	461.4	284.2	280.0	75.0	46.3	43.2	0	0	0	0	0	0	0
Ru4+	44	6	4	4	22117.0	3224.0	2967.0	2838.0	586.1	483.5	461.4	284.2	280.0	75.0	46.3	43.2	0	0	0	0	0	0	0
Ru5+	44	6	3	5	22117.0	3224.0	2967.0	2838.0	586.1	483.5	461.4	284.2	280.0	75.0	46.3	43.2	0	0	0	0	0	0	0
Rh2+	45	6	7	2	23220.0	3412.0	3146.0	3004.0	628.1	521.3	496.5	311.9	307.2	81.4	50.5	47.3	0	0	0	0	0	0	0
Rh3+	45	6	6	3	23220.0	3412.0	3146.0	3004.0	628.1	521.3	496.5	311.9	307.2	81.4	50.5	47.3	0	0	0	0	0	0	0
Rh4+	45	6	5	4	23220.0	3412.0	3146.0	3004.0	628.1	521.3	496.5	311.9	307.2	81.4	50.5	47.3	0	0	0	0	0	0	0
Pd2+	46	6	8	2	24350.0	3604.0	3330.0	3173.0	671.6	559.9	532.3	340.5	335.2	87.1	55.7	50.9	0	0	0	0	0	0	0
Pd3+	46	6	7	3	24350.0	3604.0	3330.0	3173.0	671.6	559.9	532.3	340.5	335.2	87.1	55.7	50.9	0	0	0	0	0	0	0
Ag2+	47	6	9	2	25514.0	3806.0	3524.0	3351.0	719.0	603.8	573.0	374.0	368.3	97.0	63.7	58.3	0	0	0	0	0	0	0
Ag3+	47	6	8	3	25514.0	3806.0	3524.0	3351.0	719.0	603.8	573.0	374.0	368.3	97.0	63.7	58.3	0	0	0	0	0	0	0
La2+	57	10	1	2	38925.0	6266.0	5891.0	5483.0	1362.0	1209.0	1128.0	853.0	836.0	274.0	205.8	196.0	105.3	105.3	34	19	19	0	0
La3+	57	10	0	3	38925.0	6266.0	5891.0	5483.0	1362.0	1209.0	1128.0	853.0	836.0	274.0	205.8	196.0	105.3	105.3	34	19	19	0	0
Ce2+	58	10	2	2	40443.0	6549.0	6164.0	5723.0	1436.0	1274.0	1187.0	902.4	883.8	291.0	223.2	206.5	109	109	37	20	20	0	0
Ce3+	58	10	1	3	40443.0	6549.0	6164.0	5723.0	1436.0	1274.0	1187.0	902.4	883.8	291.0	223.2	206.5	109	109	37	20	20	0	0
Ce4+	58	10	0	4	40443.0	6549.0	6164.0	5723.0	1436.0	1274.0	1187.0	902.4	883.8	291.0	223.2	206.5	109	109	37	20	20	0	0
Pr2+	59	10	3	2	41991.0	6835.0	6440.0	5964.0	1511.0	1337.0	1242.0	948.3	928.8	304.5	236.3	217.6	115.1	115.1	37	22	22	0	0
Pr3+	59	10	2	3	41991.0	6835.0	6440.0	5964.0	1511.0	1337.0	1242.0	948.3	928.8	304.5	236.3	217.6	115.1	115.1	37	22	22	0	0
Pr4+	59	10	1	4	41991.0	6835.0	6440.0	5964.0	1511.0	1337.0	1242.0	948.3	928.8	304.5	236.3	217.6	115.1	115.1	37	22	22	0	0
Nd2+	60	10	4	2	43569.0	7126.0	6722.0	6208.0	1575.0	1403.0	1297.0	1003.3	980.4	319.2	243.3	224.6	120.5	120.5	37	21	21	0	0
Nd3+	60	10	3	3	43569.0	7126.0	6722.0	6208.0	1575.0	1403.0	1297.0	1003.3	980.4	319.2	243.3	224.6	120.5	120.5	37	21	21	0	0
Nd4+	60	10	2	4	43569.0	7126.0	6722.0	6208.0	1575.0	1403.0	1297.0	1003.3	980.4	319.2	243.3	224.6	120.5	120.5	37	21	21	0	0
Pm2+	61	10	5	2	45184.0	7428.0	7013.0	6459.0	1650.0	1471.0	1357.0	1052.0	1027.0	333.0	242.0	242.0	120	120	37	21	21	0	0
Pm3+	61	10	4	3	45184.0	7428.0	7013.0	6459.0	1650.0	1471.0	1357.0	1052.0	1027.0	333.0	242.0	242.0	120	120	37	21	21	0	0
Pm4+	61	10	3	4	45184.0	7428.0	7013.0	6459.0	1650.0	1471.0	1357.0	1052.0	1027.0	333.0	242.0	242.0	120	120	37	21	21	0	0
Sm2+	62	10	6	2	46834.0	7737.0	7312.0	6716.0	1723.0	1541.0	1420.0	1111.0	1083.4	347.2	265.6	247.4	129	129	37	21	21	0	0
Sm3+	62	10	5	3	46834.0	7737.0	7312.0	6716.0	1723.0	1541.0	1420.0	1111.0	1083.4	347.2	265.6	247.4	129	129	37	21	21	0	0
Sm4+	62	10	4	4	46834.0	7737.0	7312.0	6716.0	1723.0	1541.0	1420.0	1111.0	1083.4	347.2	265.6	247.4	129	129	37	21	21	0	0
Eu2+	63	10	7	2	48519.0	8052.0	7617.0	6977.0	1800.0	1614.0	1481.0	1158.6	1127.5	360.0	284.0	257.0	133	133	32	22	22	0	0
Eu3+	63	10	6	3	48519.0	8052.0	7617.0	6977.0	1800.0	1614.0	1481.0	1158.6	1127.5	360.0	284.0	257.0	133	133	32	22	22	0	0
Eu4+	63	10	5	4	48519.0	8052.0	7617.0	6977.0	1800.0	1614.0	1481.0	1158.6	1127.5	360.0	284.0	257.0	133	133	32	22	22	0	0
Gd2+	64	10	8	2	50239.0	8376.0	7930.0	7243.0	1881.0	1688.0	1544.0	1222.0	1190.0	378.6	286.0	271.0	142.6	142.6	36	28	28	0	0
Gd3+	64	10	7	3	50239.0	8376.0	7930.0	7243.0	1881.0	1688.0	1544.0	1222.0	1190.0	378.6	286.0	271.0	142.6	142.6	36	28	28	0	0
Gd4+	64	10	6	4	50239.0	8376.0	7930.0	7243.0	1881.0	1688.0	1544.0	1222.0	1190.0	378.6	286.0	271.0	142.6	142.6	36	28	28	0	0
Tb2+	65	10	9	2	51996.0	8708.0	8252.0	7514.0	1968.0	1768.0	1611.0	1277.0	1241.0	396.0	322.4	284.1	150.5	150.5	46	29	29	0	0
Tb3+	65	10	8	3	51996.0	8708.0	8252.0	7514.0	1968.0	1768.0	1611.0	1277.0	1241.0	396.0	322.4	284.1	150.5	150.5	46	29	29	0	0
Tb4+	65	10	7	4	51996.0	8708.0	8252.0	7514.0	1968.0	1768.0	1611.0	1277.0	1241.0	396.0	322.4	284.1	150.5	150.5	46	29	29	0	0
Dy2+	66	10	10	2	53789.0	9046.0	8581.0	7790.0	2047.0	1842.0	1676.0	1333.0	1292.0	414.2	333.5	293.2	153.6	153.6	50	26	26	0	0
Dy3+	66	10	9	3	53789.0	9046.0	8581.0	7790.0	2047.0	1842.0	1676.0	1333.0	1292.0	414.2	333.5	293.2	153.6	153.6	50	26	26	0	0
Dy4+	66	10	8	4	53789.0	9046.0	8581.0	7790.0	2047.0	1842.0	1676.0	1333.0	1292.0	414.2	333.5	293.2	153.6	153.6	50	26	26	0	0
Ho2+	67	10	11	2	55618.0	9394.0	8918.0	8071.0	2128.0	1923.0	1741.0	1392.0	1351.0	432.4	343.5	308.2	160	160	50	31	31	0	0
Ho3+	67	10	10	3	55618.0	9394.0	8918.0	8071.0	2128.0	1923.0	1741.0	1392.0	1351.0	432.4	343.5	308.2	160	160	50	31	31	0	0
Ho4+	67	10	9	4	55618.0	9394.0	8918.0	8071.0	2128.0	1923.0	1741.0	1392.0	1351.0	432.4	343.5	308.2	160	160	50	31	31	0	0
Er2+	68	10	12	2	57486.0	9751.0	9264.0	8358.0	2206.0	2006.0	1812.0	1453.0	1409.0	449.8	366.2	320.2	167.6	167.6	50	31	31	0	0
Er3+	68	10	11	3	57486.0	9751.0	9264.0	8358.0	2206.0	2006.0	1812.0	1453.0	1409.0	449.8	366.2	320.2	167.6	167.6	50	31	31	0	0
Er4+	68	10	10	4	57486.0	9751.0	9264.0	8358.0	2206.0	2006.0	1812.0	1453.0	1409.0	449.8	366.2	320.2	167.6	167.6	50	31	31	0	0
Tm2+	69	10	13	2	59390.0	10116.0	9617.0	8648.0	2307.0	2090.0	1885.0	1515.0	1468.0	470.9	385.9	332.6	175.5	175.5	55	32	32	0	0
Tm3+	69	10	12	3	59390.0	10116.0	9617.0	8648.0	2307.0	2090.0	1885.0	1515.0	1468.0	470.9	385.9	332.6	175.5	175.5	55	32	32	0	0
Tm4+	69	10	11	4	59390.0	10116.0	9617.0	8648.0	2307.0	2090.0	1885.0	1515.0	1468.0	470.9	385.9	332.6	175.5	175.5	55	32	32	0	0
Yb3+	70	10	13	3	61332.0	10486.0	9978.0	8944.0	2398.0	2173.0	1950.0	1576.0	1528.0	480.5	388.7	339.7	191.2	191.2	52	30	30	0	0
Yb4+	70	10	12	4	61332.0	10486.0	9978.0	8944.0	2398.0	2173.0	1950.0	1576.0	1528.0	480.5	388.7	339.7	191.2	191.2	52	30	30	0	0
Hf2+	72	6	2	2	65351.0	11271.0	10739.0	9561.0	2601.0	2365.0	2108.0	1716.0	1662.0	538.0	438.2	380.7	220	211.5	64.2	38	30	0	0
Hf3+	72	6	1	3	65351.0	11271.0	10739.0	9561.0	2601.0	2365.0	2108.0	1716.0	1662.0	538.0	438.2	380.7	220	211.5	64.2	38	30	0	0
Hf4+	72	6	0	4	65351.0	11271.0	10739.0	9561.0	2601.0	2365.0	2108.0	1716.0	1662.0	538.0	438.2	380.7	220	211.5	64.2	38	30	0	0
Ta2+	73	6	3	2	67416.0	11682.0	11136.0	9881.0	2708.0	2469.0	2194.0	1793.0	1735.0	563.4	463.4	400.9	237.9	226.4	69.7	42.2	32.7	0	0
Ta3+	73	6	2	3	67416.0	11682.0	11136.0	9881.0	2708.0	2469.0	2194.0	1793.0	1735.0	563.4	463.4	400.9	237.9	226.4	69.7	42.2	32.7	0	0
Ta4+	73	6	1	4	67416.0	11682.0	11136.0	9881.0	2708.0	2469.0	2194.0	1793.0	1735.0	563.4	463.4	400.9	237.9	226.4	69.7	42.2	32.7	0	0
W2+	74	6	4	2	69525.0	12100.0	11544.0	10207.0	2820.0	2575.0	2281.0	1870.0	1809.0	594.1	409.4	423.6	255.9	243.5	75.6	45.3	36.8	0	0
W3+	74	6	3	3	69525.0	12100.0	11544.0	10207.0	2820.0	2575.0	2281.0	1870.0	1809.0	594.1	409.4	423.6	255.9	243.5	75.6	45.3	36.8	0	0
W4+	74	6	2	4	69525.0	12100.0	11544.0	10207.0	2820.0	2575.0	2281.0	1870.0	1809.0	594.1	409.4	423.6	255.9	243.5	75.6	45.3	36.8	0	0
Re2+	75	6	5	2	71676.0	12527.0	11959.0	10535.0	2932.0	2682.0	2367.0	1949.0	1883.0	625.4	518.7	446.8	273.9	260.5	83	45.6	34.6	0	0
Re3+	75	6	4	3	71676.0	12527.0	11959.0	10535.0	2932.0	2682.0	2367.0	1949.0	1883.0	625.4	518.7	446.8	273.9	260.5	83	45.6	34.6	0	0
Re4+	75	6	3	4	71676.0	12527.0	11959.0	10535.0	2932.0	2682.0	2367.0	1949.0	1883.0	625.4	518.7	446.8	273.9	260.5	83	45.6	34.6	0	0
Os2+	76	6	6	2	73871.0	12968.0	12385.0	10871.0	3049.0	2792.0	2457.0	2031.0	1960.0	658.2	549.1	470.7	298.1	278.5	84	58	44.5	0	0
Os3+	76	6	5	3	73871.0	12968.0	12385.0	10871.0	3049.0	2792.0	2457.0	2031.0	1960.0	658.2	549.1	470.7	298.1	278.5	84	58	44.5	0	0
Os4+	76	6	4	4	73871.0	12968.0	12385.0	10871.0	3049.0	2792.0	2457.0	2031.0	1960.0	658.2	549.1	470.7	298.1	278.5	84	58	44.5	0	0
Ir1+	77	6	8	1	76111.0	13419.0	12824.0	11215.0	3174.0	2909.0	2551.0	2116.0	2040.0	691.1	577.8	495.8	311.9	296.3	95.2	63	48	0	0
Ir2+	77	6	7	2	76111.0	13419.0	12824.0	11215.0	3174.0	2909.0	2551.0	2116.0	2040.0	691.1	577.8	495.8	311.9	296.3	95.2	63	48	0	0
Ir3+	77	6	6	3	76111.0	13419.0	12824.0	11215.0	3174.0	2909.0	2551.0	2116.0	2040.0	691.1	577.8	495.8	311.9	296.3	95.2	63	48	0	0
Ir4+	77	6	5	4	76111.0	13419.0	12824.0	11215.0	3174.0	2909.0	2551.0	2116.0	2040.0	691.1	577.8	495.8	311.9	296.3	95.2	63	48	0	0
Pt1+	78	6	9	1	78395.0	13880.0	13273.0	11564.0	3296.0	3027.0	2645.0	2202.0	2122.0	725.0	609.0	519.0	331.6	314.6	101.7	65.3	51.7	0	0
Pt2+	78	6	8	2	78395.0	13880.0	13273.0	11564.0	3296.0	3027.0	2645.0	2202.0	2122.0	725.0	609.0	519.0	331.6	314.6	101.7	65.3	51.7	0	0
Pt3+	78	6	7	3	78395.0	13880.0	13273.0	11564.0	3296.0	3027.0	2645.0	2202.0	2122.0	725.0	609.0	519.0	331.6	314.6	101.7	65.3	51.7	0	0
Pt4+	78	6	6	4	78395.0	13880.0	13273.0	11564.0	3296.0	3027.0	2645.0	2202.0	2122.0	725.0	609.0	519.0	331.6	314.6	101.7	65.3	51.7	0	0
Au2+	79	6	9	2	80725.0	14353.0	13734.0	11919.0	3425.0	3148.0	2743.0	2291.0	2206.0	762.0	642.0	546.0	353.2	335.1	107.2	74.2	57.2	0	0
Au3+	79	6	8	3	80725.0	14353.0	13734.0	11919.0	3425.0	3148.0	2743.0	2291.0	2206.0	762.0	642.0	546.0	353.2	335.1	107.2	74.2	57.2	0	0
Au4+	79	6	7	4	80725.0	14353.0	13734.0	11919.0	3425.0	3148.0	2743.0	2291.0	2206.0	762.0	642.0	546.0	353.2	335.1	107.2	74.2	57.2	0	0
U1+	92	10	5	1	115606.0	21757.0	20948.0	17166.0	5548.0	5182.0	4303.0	3728.0	3552.0	1439.0	1271.0	1043.0	778.3	736.2	321	257	192	102.8	94.2
U2+	92	10	4	2	115606.0	21757.0	20948.0	17166.0	5548.0	5182.0	4303.0	3728.0	3552.0	1439.0	1271.0	1043.0	778.3	736.2	321	257	192	102.8	94.2
U3+	92	10	3	3	115606.0	21757.0	20948.0	17166.0	5548.0	5182.0	4303.0	3728.0	3552.0	1439.0	1271.0	1043.0	778.3	736.2	321	257	192	102.8	94.2
U4+	92	10	2	4	115606.0	21757.0	20948.0	17166.0	5548.0	5182.0	4303.0	3728.0	3552.0	1439.0	1271.0	1043.0	778.3	736.2	321	257	192	102.8	94.2
U5+	92	10	1	5	115606.0	21757.0	20948.0	17166.0	5548.0	5182.0	4303.0	3728.0	3552.0	1439.0	1271.0	1043.0	778.3	736.2	321	257	192	102.8	94.2
U6+	92	10	0	6	115606.0	21757.0	20948.0	17166.0	5548.0	5182.0	4303.0	3728.0	3552.0	1439.0	1271.0	1043.0	778.3	736.2	321	257	192	102.8	94.2
